fyear,trust_code,trust_type
200910,RXG,MENTAL HEALTH AND LEARNING DISABILITY
200910,RXH,ACUTE - TEACHING
200910,RXK,ACUTE - LARGE
200910,RXL,ACUTE - LARGE
200910,RXM,MENTAL HEALTH AND LEARNING DISABILITY
200910,RXN,ACUTE - TEACHING
200910,RXP,ACUTE - LARGE
200910,RXQ,ACUTE - MULTI-SERVICE
200910,RXR,ACUTE - LARGE
200910,RXT,MENTAL HEALTH AND LEARNING DISABILITY
200910,RXV,MENTAL HEALTH AND LEARNING DISABILITY
200910,RXW,ACUTE - LARGE
200910,RXX,MENTAL HEALTH AND LEARNING DISABILITY
200910,RXY,MENTAL HEALTH AND LEARNING DISABILITY
200910,RYA,AMBULANCE
200910,RYC,AMBULANCE
200910,RYD,AMBULANCE
200910,RYE,AMBULANCE
200910,RYF,AMBULANCE
200910,RYG,MENTAL HEALTH AND LEARNING DISABILITY
200910,RYJ,ACUTE - TEACHING
200910,RYK,MENTAL HEALTH AND LEARNING DISABILITY
200910,RYQ,ACUTE - LARGE
200910,RYR,ACUTE - MEDIUM
200910,TAC,CARE TRUST
200910,TAD,CARE TRUST
200910,TAE,CARE TRUST
200910,TAF,CARE TRUST
200910,TAH,CARE TRUST
200910,TAJ,CARE TRUST
200910,TAK,CARE TRUST
200910,TAL,CARE TRUST
200910,TAM,CARE TRUST
200910,TAN,CARE TRUST
200809,5A3,CARE TRUST
200809,5A4,CARE TRUST
200809,5A5,CARE TRUST
200809,5A7,CARE TRUST
200809,5A8,CARE TRUST
200809,5A9,CARE TRUST
200809,5AT,CARE TRUST
200809,5C1,CARE TRUST
200809,5C2,CARE TRUST
200809,5C3,CARE TRUST
200809,5C4,CARE TRUST
200809,5C5,CARE TRUST
200809,5C9,CARE TRUST
200809,5CC,CARE TRUST
200809,5CN,CARE TRUST
200809,5CQ,CARE TRUST
200809,5D7,CARE TRUST
200809,5D8,CARE TRUST
200809,5D9,CARE TRUST
200809,5E1,CARE TRUST
200809,5EF,CARE TRUST
200809,5EM,CARE TRUST
200809,5ET,CARE TRUST
200809,5F1,CARE TRUST
200809,5F5,CARE TRUST
200809,5F7,CARE TRUST
200809,5FE,CARE TRUST
200809,5FL,CARE TRUST
200809,5GC,CARE TRUST
200809,5H1,CARE TRUST
200809,5H8,CARE TRUST
200809,5HG,CARE TRUST
200809,5HP,CARE TRUST
200809,5HQ,CARE TRUST
200809,5HX,CARE TRUST
200809,5HY,CARE TRUST
200809,5J2,CARE TRUST
200809,5J4,CARE TRUST
200809,5J5,CARE TRUST
200809,5J6,CARE TRUST
200809,5J9,CARE TRUST
200809,5JE,CARE TRUST
200809,5JX,CARE TRUST
200809,5K3,CARE TRUST
200809,5K5,CARE TRUST
200809,5K6,CARE TRUST
200809,5K7,CARE TRUST
200809,5K8,CARE TRUST
200809,5K9,CARE TRUST
200809,5KF,CARE TRUST
200809,5KG,CARE TRUST
200809,5KL,CARE TRUST
200809,5KM,CARE TRUST
200809,5L1,CARE TRUST
200809,5L3,CARE TRUST
200809,5LA,CARE TRUST
200809,5LC,CARE TRUST
200809,5LD,CARE TRUST
200809,5LE,CARE TRUST
200809,5LF,CARE TRUST
200809,5LG,CARE TRUST
200809,5LH,CARE TRUST
200809,5M1,CARE TRUST
200809,5M2,CARE TRUST
200809,5M3,CARE TRUST
200809,5M6,CARE TRUST
200809,5M7,CARE TRUST
200809,5M8,CARE TRUST
200809,5MD,CARE TRUST
200809,5MK,CARE TRUST
200809,5MV,CARE TRUST
200809,5MX,CARE TRUST
200809,5N1,CARE TRUST
200809,5N2,CARE TRUST
200809,5N3,CARE TRUST
200809,5N4,CARE TRUST
200809,5N5,CARE TRUST
200809,5N6,CARE TRUST
200809,5N7,CARE TRUST
200809,5N8,CARE TRUST
200809,5N9,CARE TRUST
200809,5NA,CARE TRUST
200809,5NC,CARE TRUST
200809,5ND,CARE TRUST
200809,5NE,CARE TRUST
200809,5NF,CARE TRUST
200809,5NG,CARE TRUST
200809,5NH,CARE TRUST
200809,5NJ,CARE TRUST
200809,5NK,CARE TRUST
200809,5NL,CARE TRUST
200809,5NM,CARE TRUST
200809,5NN,CARE TRUST
200809,5NP,CARE TRUST
200809,5NQ,CARE TRUST
200809,5NR,CARE TRUST
200809,5NT,CARE TRUST
200809,5NV,CARE TRUST
200809,5NW,CARE TRUST
200809,5NX,CARE TRUST
200809,5NY,CARE TRUST
200809,5P1,CARE TRUST
200809,5P2,CARE TRUST
200809,5P3,CARE TRUST
200809,5P4,CARE TRUST
200809,5P5,CARE TRUST
200809,5P6,CARE TRUST
200809,5P7,CARE TRUST
200809,5P8,CARE TRUST
200809,5P9,CARE TRUST
200809,5PA,CARE TRUST
200809,5PC,CARE TRUST
200809,5PD,CARE TRUST
200809,5PE,CARE TRUST
200809,5PF,CARE TRUST
200809,5PG,CARE TRUST
200809,5PH,CARE TRUST
200809,5PJ,CARE TRUST
200809,5PK,CARE TRUST
200809,5PL,CARE TRUST
200809,5PM,CARE TRUST
200809,5PN,CARE TRUST
200809,5PP,CARE TRUST
200809,5PQ,CARE TRUST
200809,5PR,CARE TRUST
200809,5PT,CARE TRUST
200809,5PV,CARE TRUST
200809,5PW,CARE TRUST
200809,5PX,CARE TRUST
200809,5PY,CARE TRUST
200809,5QA,CARE TRUST
200809,5QC,CARE TRUST
200809,5QD,CARE TRUST
200809,5QE,CARE TRUST
200809,5QF,CARE TRUST
200809,5QG,CARE TRUST
200809,5QH,CARE TRUST
200809,5QJ,CARE TRUST
200809,5QK,CARE TRUST
200809,5QL,CARE TRUST
200809,5QM,CARE TRUST
200809,5QN,CARE TRUST
200809,5QP,CARE TRUST
200809,5QQ,CARE TRUST
200809,5QR,CARE TRUST
200809,5QT,CARE TRUST
200809,RA2,ACUTE - MEDIUM
200809,RA3,ACUTE - SMALL
200809,RA4,ACUTE - SMALL
200809,RA7,ACUTE - TEACHING
200809,RA9,ACUTE - MEDIUM
200809,RAE,ACUTE - TEACHING
200809,RAJ,ACUTE - MEDIUM
200809,RAL,ACUTE - TEACHING
200809,RAN,ACUTE - SPECIALIST
200809,RAP,ACUTE - MEDIUM
200809,RAS,ACUTE - MULTI-SERVICE
200809,RAT,MENTAL HEALTH AND LEARNING DISABILITY
200809,RAX,ACUTE - MEDIUM
200809,RBA,ACUTE - SMALL
200809,RBB,ACUTE - SPECIALIST
200809,RBD,ACUTE - SMALL
200809,RBF,ACUTE - SPECIALIST
200809,RBK,ACUTE - MEDIUM
200809,RBL,ACUTE - TEACHING
200809,RBN,ACUTE - LARGE
200809,RBQ,ACUTE - SPECIALIST
200809,RBS,ACUTE - SPECIALIST
200809,RBT,ACUTE - SMALL
200809,RBV,ACUTE - SPECIALIST
200809,RBZ,ACUTE - SMALL
200809,RC1,ACUTE - SMALL
200809,RC3,ACUTE - SMALL
200809,RC9,ACUTE - MEDIUM
200809,RCB,ACUTE - MEDIUM
200809,RCC,ACUTE - MULTI-SERVICE
200809,RCD,ACUTE - SMALL
200809,RCF,ACUTE - SMALL
200809,RCU,ACUTE - SPECIALIST
200809,RCX,ACUTE - SMALL
200809,RD1,ACUTE - MEDIUM
200809,RD3,ACUTE - SMALL
200809,RD7,ACUTE - SMALL
200809,RD8,ACUTE - SMALL
200809,RDD,ACUTE - MEDIUM
200809,RDE,ACUTE - MEDIUM
200809,RDR,MENTAL HEALTH AND LEARNING DISABILITY
200809,RDU,ACUTE - MEDIUM
200809,RDY,MENTAL HEALTH AND LEARNING DISABILITY
200809,RDZ,ACUTE - MEDIUM
200809,RE9,ACUTE - SMALL
200809,REF,ACUTE - LARGE
200809,REM,ACUTE - LARGE
200809,REN,ACUTE - SPECIALIST
200809,REP,ACUTE - SPECIALIST
200809,RET,ACUTE - SPECIALIST
200809,RF4,ACUTE - LARGE
200809,RFF,ACUTE - SMALL
200809,RFR,ACUTE - SMALL
200809,RFS,ACUTE - MEDIUM
200809,RFW,ACUTE - SMALL
200809,RG2,ACUTE - MEDIUM
200809,RG3,ACUTE - MEDIUM
200809,RGC,ACUTE - MEDIUM
200809,RGD,MENTAL HEALTH AND LEARNING DISABILITY
200809,RGM,ACUTE - SPECIALIST
200809,RGN,ACUTE - MEDIUM
200809,RGP,ACUTE - SMALL
200809,RGQ,ACUTE - MEDIUM
200809,RGR,ACUTE - SMALL
200809,RGT,ACUTE - TEACHING
200809,RGZ,ACUTE - SMALL
200809,RH5,MENTAL HEALTH AND LEARNING DISABILITY
200809,RH8,ACUTE - LARGE
200809,RHA,MENTAL HEALTH AND LEARNING DISABILITY
200809,RHM,ACUTE - TEACHING
200809,RHQ,ACUTE - TEACHING
200809,RHU,ACUTE - LARGE
200809,RHW,ACUTE - LARGE
200809,RHX,MENTAL HEALTH AND LEARNING DISABILITY
200809,RJ1,ACUTE - TEACHING
200809,RJ2,ACUTE - MEDIUM
200809,RJ6,ACUTE - MEDIUM
200809,RJ7,ACUTE - TEACHING
200809,RJ8,MENTAL HEALTH AND LEARNING DISABILITY
200809,RJC,ACUTE - SMALL
200809,RJD,ACUTE - SMALL
200809,RJE,ACUTE - LARGE
200809,RJF,ACUTE - SMALL
200809,RJL,ACUTE - SMALL
200809,RJN,ACUTE - SMALL
200809,RJR,ACUTE - SMALL
200809,RJX,MENTAL HEALTH AND LEARNING DISABILITY
200809,RJZ,ACUTE - TEACHING
200809,RK5,ACUTE - MEDIUM
200809,RK9,ACUTE - LARGE
200809,RKB,ACUTE - LARGE
200809,RKE,ACUTE - MEDIUM
200809,RKL,MENTAL HEALTH AND LEARNING DISABILITY
200809,RL1,ACUTE - SPECIALIST
200809,RL4,ACUTE - LARGE
200809,RLN,ACUTE - LARGE
200809,RLQ,ACUTE - SMALL
200809,RLT,ACUTE - SMALL
200809,RLU,ACUTE - SPECIALIST
200809,RLY,MENTAL HEALTH AND LEARNING DISABILITY
200809,RM1,ACUTE - TEACHING
200809,RM2,ACUTE - TEACHING
200809,RM3,ACUTE - TEACHING
200809,RM4,ACUTE - MULTI-SERVICE
200809,RMC,ACUTE - MEDIUM
200809,RMP,ACUTE - SMALL
200809,RMY,MENTAL HEALTH AND LEARNING DISABILITY
200809,RN1,ACUTE - SMALL
200809,RN3,ACUTE - MEDIUM
200809,RN5,ACUTE - SMALL
200809,RN7,ACUTE - SMALL
200809,RNA,ACUTE - MEDIUM
200809,RNH,ACUTE - MEDIUM
200809,RNJ,ACUTE - TEACHING
200809,RNK,MENTAL HEALTH AND LEARNING DISABILITY
200809,RNL,ACUTE - MEDIUM
200809,RNN,MENTAL HEALTH AND LEARNING DISABILITY
200809,RNQ,ACUTE - SMALL
200809,RNS,ACUTE - MEDIUM
200809,RNU,MENTAL HEALTH AND LEARNING DISABILITY
200809,RNZ,ACUTE - MEDIUM
200809,RP1,MENTAL HEALTH AND LEARNING DISABILITY
200809,RP4,ACUTE - SPECIALIST
200809,RP5,ACUTE - LARGE
200809,RP6,ACUTE - SPECIALIST
200809,RP7,MENTAL HEALTH AND LEARNING DISABILITY
200809,RPA,ACUTE - MEDIUM
200809,RPC,ACUTE - SPECIALIST
200809,RPG,MENTAL HEALTH AND LEARNING DISABILITY
200809,RPL,ACUTE - MEDIUM
200809,RPR,ACUTE - SMALL
200809,RPY,ACUTE - SPECIALIST
200809,RQ3,ACUTE - SPECIALIST
200809,RQ6,ACUTE - TEACHING
200809,RQ8,ACUTE - MEDIUM
200809,RQM,ACUTE - TEACHING
200809,RQQ,ACUTE - SMALL
200809,RQW,ACUTE - SMALL
200809,RQX,ACUTE - MEDIUM
200809,RQY,MENTAL HEALTH AND LEARNING DISABILITY
200809,RR1,ACUTE - LARGE
200809,RR7,ACUTE - MULTI-SERVICE
200809,RR8,ACUTE - TEACHING
200809,RRD,MENTAL HEALTH AND LEARNING DISABILITY
200809,RRE,MENTAL HEALTH AND LEARNING DISABILITY
200809,RRF,ACUTE - MEDIUM
200809,RRJ,ACUTE - SPECIALIST
200809,RRK,ACUTE - TEACHING
200809,RRP,MENTAL HEALTH AND LEARNING DISABILITY
200809,RRU,AMBULANCE
200809,RRV,ACUTE - TEACHING
200809,RT1,MENTAL HEALTH AND LEARNING DISABILITY
200809,RT2,MENTAL HEALTH AND LEARNING DISABILITY
200809,RT3,ACUTE - SPECIALIST
200809,RT5,MENTAL HEALTH AND LEARNING DISABILITY
200809,RT6,MENTAL HEALTH AND LEARNING DISABILITY
200809,RTD,ACUTE - TEACHING
200809,RTE,ACUTE - LARGE
200809,RTF,ACUTE - LARGE
200809,RTG,ACUTE - LARGE
200809,RTH,ACUTE - TEACHING
200809,RTK,ACUTE - MEDIUM
200809,RTP,ACUTE - MEDIUM
200809,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
200809,RTR,ACUTE - LARGE
200809,RTV,MENTAL HEALTH AND LEARNING DISABILITY
200809,RTX,ACUTE - LARGE
200809,RV3,MENTAL HEALTH AND LEARNING DISABILITY
200809,RV5,MENTAL HEALTH AND LEARNING DISABILITY
200809,RV7,MENTAL HEALTH AND LEARNING DISABILITY
200809,RV8,ACUTE - LARGE
200809,RV9,MENTAL HEALTH AND LEARNING DISABILITY
200809,RVJ,ACUTE - LARGE
200809,RVL,ACUTE - LARGE
200809,RVN,MENTAL HEALTH AND LEARNING DISABILITY
200809,RVR,ACUTE - LARGE
200809,RVV,ACUTE - LARGE
200809,RVW,ACUTE - SMALL
200809,RVY,ACUTE - SMALL
200809,RW1,MENTAL HEALTH AND LEARNING DISABILITY
200809,RW3,ACUTE - TEACHING
200809,RW4,MENTAL HEALTH AND LEARNING DISABILITY
200809,RW5,MENTAL HEALTH AND LEARNING DISABILITY
200809,RW6,ACUTE - LARGE
200809,RWA,ACUTE - LARGE
200809,RWD,ACUTE - LARGE
200809,RWE,ACUTE - TEACHING
200809,RWF,ACUTE - LARGE
200809,RWG,ACUTE - LARGE
200809,RWH,ACUTE - LARGE
200809,RWJ,ACUTE - MEDIUM
200809,RWK,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWN,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWP,ACUTE - LARGE
200809,RWQ,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWR,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWV,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWW,ACUTE - MEDIUM
200809,RWX,MENTAL HEALTH AND LEARNING DISABILITY
200809,RWY,ACUTE - LARGE
200809,RX1,ACUTE - TEACHING
200809,RX2,MENTAL HEALTH AND LEARNING DISABILITY
200809,RX3,MENTAL HEALTH AND LEARNING DISABILITY
200809,RX4,MENTAL HEALTH AND LEARNING DISABILITY
200809,RX5,AMBULANCE
200809,RX6,AMBULANCE
200809,RX7,AMBULANCE
200809,RX8,AMBULANCE
200809,RX9,AMBULANCE
200809,RXA,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXC,ACUTE - LARGE
200809,RXE,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXF,ACUTE - LARGE
200809,RXG,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXH,ACUTE - LARGE
200809,RXK,ACUTE - LARGE
200809,RXL,ACUTE - LARGE
200809,RXM,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXN,ACUTE - TEACHING
200809,RXP,ACUTE - LARGE
200809,RXQ,ACUTE - MULTI-SERVICE
200809,RXR,ACUTE - LARGE
200809,RXT,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXV,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXW,ACUTE - LARGE
200809,RXX,MENTAL HEALTH AND LEARNING DISABILITY
200809,RXY,MENTAL HEALTH AND LEARNING DISABILITY
200809,RYA,AMBULANCE
200809,RYC,AMBULANCE
200809,RYD,AMBULANCE
200809,RYE,AMBULANCE
200809,RYF,AMBULANCE
200809,RYG,MENTAL HEALTH AND LEARNING DISABILITY
200809,RYJ,ACUTE - TEACHING
200809,RYK,MENTAL HEALTH AND LEARNING DISABILITY
200809,TAC,CARE TRUST
200809,TAD,CARE TRUST
200809,TAE,CARE TRUST
200809,TAF,CARE TRUST
200809,TAH,CARE TRUST
200809,TAJ,CARE TRUST
200809,TAK,CARE TRUST
200809,TAL,CARE TRUST
200809,TAM,CARE TRUST
200809,TAN,CARE TRUST
200708,5A3,CARE TRUST
200708,5A4,CARE TRUST
200708,5A5,CARE TRUST
200708,5A7,CARE TRUST
200708,5A8,CARE TRUST
200708,5A9,CARE TRUST
200708,5AT,CARE TRUST
200708,5C1,CARE TRUST
200708,5C2,CARE TRUST
200708,5C3,CARE TRUST
200708,5C4,CARE TRUST
200708,5C5,CARE TRUST
200708,5C9,CARE TRUST
200708,5CC,CARE TRUST
200708,5CN,CARE TRUST
200708,5CQ,CARE TRUST
200708,5D7,CARE TRUST
200708,5D8,CARE TRUST
200708,5D9,CARE TRUST
200708,5E1,CARE TRUST
200708,5EF,CARE TRUST
200708,5EM,CARE TRUST
200708,5ET,CARE TRUST
200708,5F1,CARE TRUST
200708,5F5,CARE TRUST
200708,5F7,CARE TRUST
200708,5FE,CARE TRUST
200708,5FL,CARE TRUST
200708,5GC,CARE TRUST
200708,5H1,CARE TRUST
200708,5H8,CARE TRUST
200708,5HG,CARE TRUST
200708,5HP,CARE TRUST
200708,5HQ,CARE TRUST
200708,5HX,CARE TRUST
200708,5HY,CARE TRUST
200708,5J2,CARE TRUST
200708,5J4,CARE TRUST
200708,5J5,CARE TRUST
200708,5J6,CARE TRUST
200708,5J9,CARE TRUST
200708,5JE,CARE TRUST
200708,5JX,CARE TRUST
200708,5K3,CARE TRUST
200708,5K5,CARE TRUST
200708,5K6,CARE TRUST
200708,5K7,CARE TRUST
200708,5K8,CARE TRUST
200708,5K9,CARE TRUST
200708,5KF,CARE TRUST
200708,5KG,CARE TRUST
200708,5KL,CARE TRUST
200708,5KM,CARE TRUST
200708,5L1,CARE TRUST
200708,5L3,CARE TRUST
200708,5LA,CARE TRUST
200708,5LC,CARE TRUST
200708,5LD,CARE TRUST
200708,5LE,CARE TRUST
200708,5LF,CARE TRUST
200708,5LG,CARE TRUST
200708,5LH,CARE TRUST
200708,5M1,CARE TRUST
200708,5M2,CARE TRUST
200708,5M3,CARE TRUST
200708,5M6,CARE TRUST
200708,5M7,CARE TRUST
200708,5M8,CARE TRUST
200708,5MD,CARE TRUST
200708,5MK,CARE TRUST
200708,5MV,CARE TRUST
200708,5MX,CARE TRUST
200708,5N1,CARE TRUST
200708,5N2,CARE TRUST
200708,5N3,CARE TRUST
200708,5N4,CARE TRUST
200708,5N5,CARE TRUST
200708,5N6,CARE TRUST
200708,5N7,CARE TRUST
200708,5N8,CARE TRUST
200708,5N9,CARE TRUST
200708,5NA,CARE TRUST
200708,5NC,CARE TRUST
200708,5ND,CARE TRUST
200708,5NE,CARE TRUST
200708,5NF,CARE TRUST
200708,5NG,CARE TRUST
200708,5NH,CARE TRUST
200708,5NJ,CARE TRUST
200708,5NK,CARE TRUST
200708,5NL,CARE TRUST
200708,5NM,CARE TRUST
200708,5NN,CARE TRUST
200708,5NP,CARE TRUST
200708,5NQ,CARE TRUST
200708,5NR,CARE TRUST
200708,5NT,CARE TRUST
200708,5NV,CARE TRUST
200708,5NW,CARE TRUST
200708,5NX,CARE TRUST
200708,5NY,CARE TRUST
200708,5P1,CARE TRUST
200708,5P2,CARE TRUST
200708,5P3,CARE TRUST
200708,5P4,CARE TRUST
200708,5P5,CARE TRUST
200708,5P6,CARE TRUST
200708,5P7,CARE TRUST
200708,5P8,CARE TRUST
200708,5P9,CARE TRUST
200708,5PA,CARE TRUST
200708,5PC,CARE TRUST
200708,5PD,CARE TRUST
200708,5PE,CARE TRUST
200708,5PF,CARE TRUST
200708,5PG,CARE TRUST
200708,5PH,CARE TRUST
200708,5PJ,CARE TRUST
200708,5PK,CARE TRUST
200708,5PL,CARE TRUST
200708,5PM,CARE TRUST
200708,5PN,CARE TRUST
200708,5PP,CARE TRUST
200708,5PQ,CARE TRUST
200708,5PR,CARE TRUST
200708,5PT,CARE TRUST
200708,5PV,CARE TRUST
200708,5PW,CARE TRUST
200708,5PX,CARE TRUST
200708,5PY,CARE TRUST
200708,5QA,CARE TRUST
200708,5QC,CARE TRUST
200708,5QD,CARE TRUST
200708,5QE,CARE TRUST
200708,5QF,CARE TRUST
200708,5QG,CARE TRUST
200708,5QH,CARE TRUST
200708,5QJ,CARE TRUST
200708,5QK,CARE TRUST
200708,5QL,CARE TRUST
200708,5QM,CARE TRUST
200708,5QN,CARE TRUST
200708,5QP,CARE TRUST
200708,5QQ,CARE TRUST
200708,5QR,CARE TRUST
200708,5QT,CARE TRUST
200708,RA2,ACUTE - MEDIUM
200708,RA3,ACUTE - SMALL
200708,RA4,ACUTE - SMALL
200708,RA7,ACUTE - TEACHING
200708,RA9,ACUTE - MEDIUM
200708,RAE,ACUTE - LARGE
200708,RAJ,ACUTE - MEDIUM
200708,RAL,ACUTE - TEACHING
200708,RAN,ACUTE - SPECIALIST
200708,RAP,ACUTE - MEDIUM
200708,RAS,ACUTE - MULTI-SERVICE
200708,RAT,MENTAL HEALTH AND LEARNING DISABILITY
200708,RAX,ACUTE - MEDIUM
200708,RBA,ACUTE - MEDIUM
200708,RBB,ACUTE - SPECIALIST
200708,RBD,ACUTE - SMALL
200708,RBF,ACUTE - SPECIALIST
200708,RBK,ACUTE - MEDIUM
200708,RBL,ACUTE - LARGE
200708,RBN,ACUTE - MEDIUM
200708,RBQ,ACUTE - SPECIALIST
200708,RBS,ACUTE - SPECIALIST
200708,RBT,ACUTE - SMALL
200708,RBV,ACUTE - SPECIALIST
200708,RBZ,ACUTE - SMALL
200708,RC1,ACUTE - SMALL
200708,RC3,ACUTE - SMALL
200708,RC9,ACUTE - MEDIUM
200708,RCB,ACUTE - MEDIUM
200708,RCC,ACUTE - MULTI-SERVICE
200708,RCD,ACUTE - SMALL
200708,RCF,ACUTE - SMALL
200708,RCU,ACUTE - SPECIALIST
200708,RCX,ACUTE - SMALL
200708,RD1,ACUTE - MEDIUM
200708,RD3,ACUTE - MEDIUM
200708,RD7,ACUTE - MEDIUM
200708,RD8,ACUTE - SMALL
200708,RDD,ACUTE - MEDIUM
200708,RDE,ACUTE - MEDIUM
200708,RDR,MENTAL HEALTH AND LEARNING DISABILITY
200708,RDU,ACUTE - MEDIUM
200708,RDY,MENTAL HEALTH AND LEARNING DISABILITY
200708,RDZ,ACUTE - MEDIUM
200708,RE9,ACUTE - SMALL
200708,REF,ACUTE - LARGE
200708,REM,ACUTE - MEDIUM
200708,REN,ACUTE - SPECIALIST
200708,REP,ACUTE - SPECIALIST
200708,RET,ACUTE - SPECIALIST
200708,RF4,ACUTE - LARGE
200708,RFF,ACUTE - SMALL
200708,RFR,ACUTE - MEDIUM
200708,RFS,ACUTE - MEDIUM
200708,RFW,ACUTE - SMALL
200708,RG2,ACUTE - MEDIUM
200708,RG3,ACUTE - MEDIUM
200708,RGC,ACUTE - MEDIUM
200708,RGD,MENTAL HEALTH AND LEARNING DISABILITY
200708,RGM,ACUTE - SPECIALIST
200708,RGN,ACUTE - MEDIUM
200708,RGP,ACUTE - MEDIUM
200708,RGQ,ACUTE - MEDIUM
200708,RGR,ACUTE - SMALL
200708,RGT,ACUTE - TEACHING
200708,RGZ,ACUTE - SMALL
200708,RH5,MENTAL HEALTH AND LEARNING DISABILITY
200708,RH8,ACUTE - LARGE
200708,RHA,MENTAL HEALTH AND LEARNING DISABILITY
200708,RHM,ACUTE - TEACHING
200708,RHQ,ACUTE - TEACHING
200708,RHU,ACUTE - LARGE
200708,RHW,ACUTE - LARGE
200708,RHX,MENTAL HEALTH AND LEARNING DISABILITY
200708,RJ1,ACUTE - TEACHING
200708,RJ2,ACUTE - MEDIUM
200708,RJ6,ACUTE - MEDIUM
200708,RJ7,ACUTE - TEACHING
200708,RJ8,MENTAL HEALTH AND LEARNING DISABILITY
200708,RJC,ACUTE - SMALL
200708,RJD,ACUTE - SMALL
200708,RJE,ACUTE - LARGE
200708,RJF,ACUTE - SMALL
200708,RJL,ACUTE - LARGE
200708,RJN,ACUTE - SMALL
200708,RJR,ACUTE - MEDIUM
200708,RJX,MENTAL HEALTH AND LEARNING DISABILITY
200708,RJZ,ACUTE - TEACHING
200708,RK5,ACUTE - MEDIUM
200708,RK9,ACUTE - LARGE
200708,RKB,ACUTE - LARGE
200708,RKE,ACUTE - MEDIUM
200708,RKL,MENTAL HEALTH AND LEARNING DISABILITY
200708,RL1,ACUTE - SPECIALIST
200708,RL4,ACUTE - LARGE
200708,RLN,ACUTE - LARGE
200708,RLQ,ACUTE - SMALL
200708,RLT,ACUTE - SMALL
200708,RLU,ACUTE - SPECIALIST
200708,RLY,MENTAL HEALTH AND LEARNING DISABILITY
200708,RM1,ACUTE - LARGE
200708,RM2,ACUTE - TEACHING
200708,RM3,ACUTE - TEACHING
200708,RM4,ACUTE - MULTI-SERVICE
200708,RMC,ACUTE - MEDIUM
200708,RMP,ACUTE - SMALL
200708,RMY,MENTAL HEALTH AND LEARNING DISABILITY
200708,RN1,ACUTE - SMALL
200708,RN3,ACUTE - MEDIUM
200708,RN5,ACUTE - MEDIUM
200708,RN7,ACUTE - SMALL
200708,RNA,ACUTE - MEDIUM
200708,RNH,ACUTE - MEDIUM
200708,RNJ,ACUTE - TEACHING
200708,RNK,MENTAL HEALTH AND LEARNING DISABILITY
200708,RNL,ACUTE - MEDIUM
200708,RNN,MENTAL HEALTH AND LEARNING DISABILITY
200708,RNQ,ACUTE - SMALL
200708,RNS,ACUTE - MEDIUM
200708,RNU,MENTAL HEALTH AND LEARNING DISABILITY
200708,RNZ,ACUTE - SMALL
200708,RP1,MENTAL HEALTH AND LEARNING DISABILITY
200708,RP4,ACUTE - SPECIALIST
200708,RP5,ACUTE - LARGE
200708,RP6,ACUTE - SPECIALIST
200708,RP7,MENTAL HEALTH AND LEARNING DISABILITY
200708,RPA,ACUTE - MEDIUM
200708,RPC,ACUTE - SPECIALIST
200708,RPG,MENTAL HEALTH AND LEARNING DISABILITY
200708,RPL,ACUTE - MEDIUM
200708,RPR,ACUTE - SMALL
200708,RPY,ACUTE - SPECIALIST
200708,RQ3,ACUTE - SPECIALIST
200708,RQ6,ACUTE - TEACHING
200708,RQ8,ACUTE - MEDIUM
200708,RQM,ACUTE - TEACHING
200708,RQQ,ACUTE - SMALL
200708,RQW,ACUTE - MEDIUM
200708,RQX,ACUTE - SMALL
200708,RQY,MENTAL HEALTH AND LEARNING DISABILITY
200708,RR1,ACUTE - LARGE
200708,RR7,ACUTE - MULTI-SERVICE
200708,RR8,ACUTE - TEACHING
200708,RRD,MENTAL HEALTH AND LEARNING DISABILITY
200708,RRE,MENTAL HEALTH AND LEARNING DISABILITY
200708,RRF,ACUTE - LARGE
200708,RRJ,ACUTE - SPECIALIST
200708,RRK,ACUTE - TEACHING
200708,RRP,MENTAL HEALTH AND LEARNING DISABILITY
200708,RRU,AMBULANCE
200708,RRV,ACUTE - TEACHING
200708,RT1,MENTAL HEALTH AND LEARNING DISABILITY
200708,RT2,MENTAL HEALTH AND LEARNING DISABILITY
200708,RT3,ACUTE - SPECIALIST
200708,RT5,MENTAL HEALTH AND LEARNING DISABILITY
200708,RT6,MENTAL HEALTH AND LEARNING DISABILITY
200708,RTD,ACUTE - TEACHING
200708,RTE,ACUTE - LARGE
200708,RTF,ACUTE - LARGE
200708,RTG,ACUTE - LARGE
200708,RTH,ACUTE - TEACHING
200708,RTK,ACUTE - MEDIUM
200708,RTP,ACUTE - MEDIUM
200708,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
200708,RTR,ACUTE - LARGE
200708,RTV,MENTAL HEALTH AND LEARNING DISABILITY
200708,RTX,ACUTE - LARGE
200708,RV3,MENTAL HEALTH AND LEARNING DISABILITY
